Year,Month,Date,Location,Site,Z (m),Spp,Length,Width,Height,% Bleach,% Pale,Old,Recent,Bites,Pred,#Damsel,Damsel spp,Lithoph,Pink,%Algae,Alg spp,%FLCY,% Barnacles,% Worm,Eucidaris,# Snail,% Disease,Disease Type,Black Sponge,Sponge,COTS,Notes,BL 0,PA 0,Old 0,Recent 0,?,PWG Dead,PWG Bleach
2016,4,04/20/16,Secas,Dog,8.5,PODA,36,28,14,,,15,4,,,,,,,,,,,,,,,,,,,REC - Black SPO 4,0,0,15,4,0,,
2016,4,04/20/16,Secas,Dog,8.5,PODA,24,12,22,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2016,4,04/20/16,Secas,Dog,8.5,PODA,41,38,18,,,25,,,,,,,,6,FIL,,,,,,,,,,,,0,0,25,0,0,,
2016,4,04/20/16,Secas,Dog,8.5,PODA,26,19,12,,,,,,,,,,,10,FIL,,,,,,,,,,,,0,0,0,0,0,,
2016,4,04/20/16,Secas,Dog,8.5,PODA,30,22,6,,,20,,,,,,,,8,FIL,,,,,,,,,,,,0,0,20,0,0,,
2016,4,04/20/16,Secas,Dog,8.5,PODA,30,27,18,,,80,,,,,,,,5,FIL,,,,,,,,,,,,0,0,80,0,0,1,
2016,4,04/20/16,Secas,Dog,8.5,PODA,35,35,12,,,4,,,,,,,,,,,,,,,,,,,,,0,0,4,0,0,,
2016,4,04/20/16,Secas,Dog,8.5,PODA,18,12,15,,,65,,,,,,,,,,,,,,,,,,,,,0,0,65,0,0,1,
2016,4,04/20/16,Secas,Dog,8.5,PODA,36,24,10,,,15,4,,,,,,,,,,,,,,,,,,,Black SPO 4,0,0,15,4,0,,
2016,4,04/20/16,Secas,Dog,6.1,POPA,17,8,7,5,45,75,2,,,,,,,2,FIL,,,,,,,,,,,REC - FIL around new mort,5,45,75,2,1,1,
2016,4,04/20/16,Secas,Dog,5.5,PAGI,6,5,2,,40,7,,,,,,,,2,FIL,,,,,,,,,,,,0,40,7,0,0,,
2016,4,04/20/16,Secas,Dog,4.9,PSST,5,5,2,10,,50,,,,,,,,7,FIL,,,,,,,,,,,,10,0,50,0,1,1,
2016,4,04/20/16,Secas,Dog,4.9,PACL,47,35,33,40,15,75,,1,,,,,,2,FIL,,,,,,,,,,,,40,15,75,0,1,1,1
2016,4,04/20/16,Secas,Dog,4.6,POLO,17,14,12,,15,85,,,,,,,,1,FIL,,,,,,,,,,,DICT 1,0,15,85,0,0,1,
2016,4,04/20/16,Secas,Dog,4,POLO,22,18,17,,,5,,10,,,,,,2,FIL,,,,,,,,,,,,0,0,5,0,0,,
2016,4,04/20/16,Secas,Dog,4,POLO,87,72,62,1,,25,1,,,1,Sacap,,,15,FIL,,,,,,,,,,,REC - FIL around new mort,1,0,25,1,1,,
2016,4,04/20/16,Secas,Dog,3.7,PAGI,21,17,14,,40,35,,,,,,,,5,FIL,,,,,,,,,,,,0,40,35,0,0,,
2016,4,04/20/16,Secas,Dog,4,PACL,47,45,24,25,15,80,,,,,,,,4,FIL,,,,,,,,,,,top dead,25,15,80,0,1,1,1
2016,4,04/20/16,Secas,Dog,4,POLO,40,33,13,,,12,2,,,,,,,1,FIL,,,,,,,,,,,REC - PDAM competition?,0,0,12,2,0,,
2016,4,04/20/16,Secas,Dog,4.3,PACL,21,18,10,,75,70,,,,,,,,2,FIL,,,,,,,,,,,,0,75,70,0,0,1,
2016,4,04/20/16,Secas,Dog,4.9,POLO,38,28,22,,50,55,,1,,1,Sacap,,,2,FIL,,,,,,,,,,,,0,50,55,0,0,1,
2016,4,04/20/16,Secas,Dog,6.7,PACL,34,26,30,,,95,,,,,,,,,,,,,,,,,,,,,0,0,95,0,0,1,
2016,4,04/20/16,Secas,Dog,4.6,PAGI,13,12,15,,,30,,,,,,,,,,,,,,,,,,,,corallith,0,0,30,0,0,,
2016,4,04/20/16,Secas,Dog,4.6,POLO,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2016,4,04/20/16,Secas,Dog,4.6,PAGI,7,6,8,,,30,,,,,,,,,,,,,,,,,,,,,0,0,30,0,0,,
2016,4,04/20/16,Secas,Dog,4.6,POLO,18,12,12,,,60,,3,,,,,,,,,,,,,,,,,,CYANO 60,0,0,60,0,0,1,
2016,4,04/20/16,Secas,Dog,4.6,PAGI,17,15,16,,,85,,,,,,,,,,,,,,,,,,,,only sides alive,0,0,85,0,0,1,
2016,4,04/20/16,Secas,Dog,4.6,POLO,35,30,33,,,6,,,,,,,,,,,,,,,,,,,,,0,0,6,0,0,,
2016,4,04/20/16,Secas,Dog,4.6,PAGI,20,18,18,,,80,,,,,,,,,,,,,,,,,,,,corallith,0,0,80,0,0,1,
2016,4,04/20/16,Secas,Dog,4.6,PACL,24,20,19,15,20,30,,,,,,,,,,,,,,,,,,,,top dead;CYANO 20,15,20,30,0,1,,1
2016,4,04/20/16,Secas,Dog,4.6,PACL,115,100,100,10,25,50,5,,,,,,,,,,,,,,,,,,,top dead,10,25,50,5,1,1,
2016,4,04/20/16,Secas,Dog,4,POLO,50,40,40,,,75,,,,,,,,,,,,,,,,,,,,,0,0,75,0,0,1,
2016,4,04/20/16,Secas,Dog,3.7,PACL,60,45,45,10,20,65,,,,,,,,,,,,,,,,,,,,top dead,10,20,65,0,1,1,
2016,4,04/20/16,Secas,Dog,3.7,PACL,19,18,20,,25,,,,,,,,,,,,,,,,,,,,,top dead,0,25,0,0,0,,
2016,4,04/20/16,Secas,Dog,3.7,POLO,36,30,30,,,4,,,,,,15,,,,,,,,,,,,,,,0,0,4,0,0,,
2016,4,04/21/16,Uva,Uva-Ridley,9.4,POLO,38,26,19,2,,20,,2,,,,,,1,FIL,,,,,,,,,,,,2,0,20,0,1,,
2016,4,04/21/16,Uva,Uva-Ridley,8.8,POLO,41,32,12,,90,15,,,,,,,,1,FIL,,,,,,,,,,,SED 1; A. Palacio tag 344,0,90,15,0,0,,
2016,4,04/21/16,Uva,Uva-Ridley,8.8,PODA,50,30,19,,15,40,2,,,,,,,1,FIL,,,,,,,,,,,REC - ciliates on new mort on tips,0,15,40,2,0,,
2016,4,04/21/16,Uva,Uva-Ridley,9.8,PODA,32,31,13,20,55,65,2,,,,,,,2,FIL,,,,,,,,,,,REC - FIL around new mort,20,55,65,2,1,1,1
2016,4,04/21/16,Uva,Uva-Ridley,9.4,POLO,34,32,19,3,60,30,,1,,,,,,,,,,,,,,,,,,SED 1,3,60,30,0,1,,
2016,4,04/21/16,Uva,Uva-Ridley,9.1,PACL,37,37,20,2,20,65,,,,,,,,1,FIL,,,,,,,,,,,,2,20,65,0,1,1,
2016,4,04/21/16,Uva,Uva-Ridley,8.8,PACL,10,10,2,15,50,25,,,,,,,,1,FIL,,,,,,,,,,,,15,50,25,0,1,,1
2016,4,04/21/16,Uva,Uva-Ridley,7.3,POLO,34,28,22,7,85,30,,2,,,,,,1,FIL,,,,,,,,,,,DICT 1; SED 1,7,85,30,0,1,,
2016,4,04/21/16,Uva,Uva-Ridley,7.6,PACL,72,48,38,60,5,20,7,,,,,,,1,FIL,,,,,,,,,,,SED 1,60,5,20,7,1,,1
2016,4,04/21/16,Uva,Uva-Ridley,3.7,POEL,15,15,10,,75,2,,1,,,,,,,,1,,,,,,,,,,,0,75,2,0,0,,
2016,4,04/21/16,Uva,Uva-Ridley,4,POEL,22,22,15,10,85,5,,7,,,,,,,,,,,,,,,,,,,10,85,5,0,1,,
2016,4,04/21/16,Uva,Uva-Ridley,2.7,POEL,20,17,9,,7,2,,,,,,,,,,,,,,,,,,,,PL - tips,0,7,2,0,0,,
2016,4,04/21/16,Uva,Uva-Ridley,4,POEL,14,12,14,2,,7,,3,,,,,,,,,,,,,,,,,,BL - extension of BITES,2,0,7,0,1,,
2016,4,04/21/16,Uva,Uva-Ridley,3,POLO,56,35,21,1,75,50,1,2,,,,,,2,FIL,,,,,,,,,,,DICT 2; BL - DICT; REC - DICT with BL around,1,75,50,1,1,1,
2016,4,04/21/16,Uva,Uva-Ridley,3,POLO,27,22,20,15,80,5,,3,,,,,,1,FIL,,,,,,,,,,,,15,80,5,0,1,,1
2016,4,04/21/16,Uva,Uva-Ridley,3.4,POLO,15,13,10,50,50,65,1,2,,,,,,,,,,,,,,,,,,REC - from BL?,50,50,65,1,1,1,1
2016,4,04/21/16,Uva,Uva-Ridley,3.4,POLO,23,15,13,7,80,45,,,,,,,,2,FIL,,,,,,,,,,,,7,80,45,0,1,,
2016,4,04/21/16,Uva,Uva-Ridley,3,POLO,61,59,26,15,60,40,3,1,,,,,,2,FIL,,,,,,,,,,,REC - from BL?,15,60,40,3,1,,1
2016,4,04/21/16,Uva,Uva-Ridley,3,POEL,19,15,13,,,7,1,,,,,,,1,FIL,,,,,,,,,,,DICT 2; REC - tips with FIL,0,0,7,1,0,,
2016,4,04/21/16,Uva,Uva-Ridley,3.4,POEL,20,19,15,2,35,10,,,,,,,,1,FIL,,,,,,,,,,,BL - tips,2,35,10,0,1,,
2016,4,04/21/16,Uva,Uva-Ridley,3.4,POEL,55,54,25,2,50,40,,3,,,,,,1,FIL,,,,,,,,,,,BL - tips,2,50,40,0,1,,
2016,4,04/21/16,Uva,Uva-Ridley,3,POLO,38,30,21,2,40,45,3,,,,,,,1,FIL,,,,,,,,,,,REC - from BL?,2,40,45,3,1,,
2016,4,04/21/16,Uva,Uva-Ridley,3,POLO,54,38,24,2,70,55,1,2,,,,,,,,,,,,,,,,,,REC - from BL?,2,70,55,1,1,1,
2016,4,04/21/16,Uva,Uva-Ridley,3,GAPL,63,34,38,75,20,,,,,,,,,5,FIL,,,,,,,,,,,BL/PL - sides only,75,20,0,0,1,,1
2016,4,04/21/16,Uva,Uva-Ridley,4.6,PODA,14,8,12,3,95,5,,,,,,,,,,,,,,,,,,,,buried - BL 2; top - BL 3,3,95,5,0,1,,
2016,4,04/21/16,Uva,Uva-Ridley,4.3,PODA,8,7,6,15,50,5,,,,,,,,,,,,,,,,,,,,buried - BL 5; top - BL 15,15,50,5,0,1,,1
2016,4,04/21/16,Uva,Uva-Ridley,4.3,PODA,12,9,14,10,40,60,,,,,,,,1,FIL,,,,,,,,,,,buried - BL 10; top - BL 10,10,40,60,0,1,1,
2016,4,04/21/16,Uva,Uva-Ridley,4.6,PODA,19,18,15,5,50,,,10,,,,,,,,,,,,,,,,,,,5,50,0,0,1,,
2016,4,04/21/16,Uva,Uva-Ridley,3.7,PODA,16,16,10,,100,5,1,20,,,,,,,,,,,,,,,,,,REC - UNK,0,100,5,1,0,,
2016,4,04/21/16,Uva,Uva-Ridley,3.4,PODA,12,10,11,,100,2,,2,,,,,,,,,,,,,,,,,,,0,100,2,0,0,,
2016,4,04/21/16,Uva,Uva-Ridley,3.4,PODA,12,10,10,25,75,2,,,,,,,,5,FIL,,,,,,,,,,,,25,75,2,0,1,,1
2016,4,04/21/16,Uva,Uva-Ridley,3.4,PODA,12,12,12,5,95,2,,,,,,,,3,FIL,,,,,,,,,,,,5,95,2,0,1,,
2016,4,04/21/16,Uva,Uva-Ridley,3.7,PODA,6,6,4,20,50,2,,,,,,,,1,FIL,,,,,,,,,,,buried - BL 5; top - BL 20,20,50,2,0,1,,1
2016,4,04/21/16,Uva,Uva-Ridley,4,PODA,7,6,5,,75,5,,,,,,,,1,FIL,,,,,,,,,,,buried - BL 2,0,75,5,0,0,,
2016,4,04/21/16,Uva,Uva-Ridley,3.4,PODA,21,20,14,1,75,3,,,,,,,,3,FIL,,,,,,,,,,,,1,75,3,0,1,,
2016,4,04/21/16,Uva,Uva-Ridley,7.3,POEL,35,23,24,,70,85,,,,,,,,1,FIL,,,,,,,,,,,"buried - BL 10, REC 3, PL 5; top - PL 70",0,70,85,0,0,1,
2016,4,04/21/16,Uva,Uva-Ridley,7.6,POEL,17,12,19,,45,35,,,,,,,,1,FIL,,,,,,,,,,,"buried - BL 2, REC 2, PL 5; top - PL 45",0,45,35,0,0,,
2016,4,04/21/16,Uva,Uva-Ridley,7.6,POEL,42,30,24,,20,75,,,,,,,,1,FIL,,,,,,,,,,,"buried - BL 25, REC 2, PL 5; top - PL 20",0,20,75,0,0,1,
2016,4,04/21/16,Uva,Uva-Ridley,7,POEL,22,21,15,,85,40,1,,,,,,,1,FIL,,,,,,,,,,,"buried - BL 2, REC 2, PL 5; top - REC 1, PL 85",0,85,40,1,0,,
2016,4,04/21/16,Uva,Uva-Reef,8.8,PACL,46,30,30,20,50,60,,,,,,,,,,,,,,,,,,,,,20,50,60,0,1,1,1
2016,4,04/21/16,Uva,Uva-Reef,6.7,PACL,46,19,36,50,50,10,,,,,,,,,,,,,,,,,,,,,50,50,10,0,1,,1
2016,4,04/21/16,Uva,Uva-Reef,7,PACL,39,47,36,80,20,30,,,,,,,,,,,,,,,,,,,,,80,20,30,0,1,,1
2016,4,04/21/16,Uva,Uva-Reef,7.3,PACL,38,20,10,,100,70,,,,,,,,,,,,,,,,,,,,,0,100,70,0,0,1,
2016,4,04/21/16,Uva,Uva-Reef,6.7,PACL,77,62,54,50,50,40,,,,,,,,,,,,,,,,,,,,,50,50,40,0,1,,1
2016,4,04/21/16,Uva,Uva-Ridley,9.8,POEL,33,25,12,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2016,4,04/21/16,Uva,Uva-Ridley,9.4,GAPL,65,50,80,6,50,75,5,,,,,,,,,,,,,,,,,,,,6,50,75,5,1,1,
2016,4,04/21/16,Uva,Uva-Ridley,8.8,GAPL,85,30,80,10,10,80,,,,,,,,,,,,,,,,,,,,,10,10,80,0,1,1,
2016,4,04/21/16,Uva,Uva-Ridley,7.9,POLO,28,25,15,,,20,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,,
2016,4,04/21/16,Uva,Uva-Ridley,7.9,MIIN,45,32,30,10,,77,5,,,,,,,,,,,,,,,,,,,,10,0,77,5,1,1,
2016,4,04/21/16,Uva,Uva-Ridley,7.6,GAPL,105,60,75,,85,40,20,,,,,,,,,,,,,,,,,,,,0,85,40,20,0,1,
2016,4,04/21/16,Uva,Uva-Ridley,7.6,POEL,75,65,20,,8,50,12,,,,,,,,,,,,,,,,,,,REC - BLACK SPO 10,0,8,50,12,0,1,
2016,4,04/21/16,Uva,Uva-Ridley,6.7,PACL,78,40,50,,85,50,15,,,,,,,,,,,,,,,,,,,CYANO 15,0,85,50,15,0,1,
2016,4,04/21/16,Uva,Uva-Ridley,6.7,POEL,28,27,8,,,10,,,,,,,,,,,,,,,,,,,,,0,0,10,0,0,,
2016,4,04/21/16,Uva,Uva-Ridley,7.9,POLO,50,45,35,,,30,35,,,,,,,,,,,,,,,,,,,,0,0,30,35,0,1,
2016,4,04/21/16,Uva,Uva-Ridley,7.6,PAGI,12,10,7,,,,,,,,,,,,,,,,,,,,,,,REC - COTS 35,0,0,0,0,0,,
2016,4,04/21/16,Uva,Uva-Ridley,7.6,PAGI,8,4,4,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2016,4,04/21/16,Uva,Uva-Ridley,7.3,PAGI,4,2,4,,,,,,,,,,,10,FIL,,,,,,,,,,,,0,0,0,0,0,,
2016,4,04/21/16,Uva,Uva-Ridley,7,PACH,10,5,5,,,65,,,,,,,,,,,,,,,,,,,,,0,0,65,0,0,1,
2016,4,04/21/16,Uva,Uva-Ridley,7,PACH,20,16,10,,,80,,,,,,,,,,,,,,,,,,,,,0,0,80,0,0,1,
2016,4,04/21/16,Uva,Uva-Ridley,7,PACH,22,10,10,,,35,,,,,,,,,,,,,,,,,,,,,0,0,35,0,0,,
2016,4,04/21/16,Uva,Uva-Ridley,7,PACH,12,10,8,,,65,,,,,,,,,,,,,,,,,,,,ORANGE SPO 15,0,0,65,0,0,1,
2016,4,04/21/16,Uva,Uva-Ridley,8.5,MIIN,28,20,12,,40,60,,,,,,,,,,,,,,,,,,,,,0,40,60,0,0,1,
2016,4,04/21/16,Uva,Uva-Ridley,9.4,MIIN,35,25,10,,60,60,,,,,,,,,,,,,,,,,,,,,0,60,60,0,0,1,
2016,4,04/21/16,Uva,Uva-Ridley,8.5,POLO,36,32,35,,,65,,,,,,1,5,,,,,,,,,,,,,,0,0,65,0,0,1,
2016,4,04/21/16,Uva,Uva-Ridley,8.5,PAGI,3,2.5,2.5,,,5,,,,,,,,,,,,,,,,,,,,,0,0,5,0,0,,
2016,4,04/21/16,Uva,Uva-Ridley,7.9,PAGI,7,6,4,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2016,4,04/21/16,Uva,Uva-Ridley,7.9,PAGI,6,5,3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2016,4,04/21/16,Uva,Uva-Ridley,7.9,PAGI,3,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2016,4,04/21/16,Uva,Uva-Ridley,7.9,PODA,33,30,18,,10,,,,,,,,,,,,,,,,,,,,,,0,10,0,0,0,,
2018,8,08/10/18,Uva,Uva-Reef,7.5,POSP,20,18,6,,,60,,,,,,,,10,FIL,,,,,,,,,,,,0,0,60,0,0,1,
2018,8,08/10/18,Uva,Uva-Reef,7.5,POSP,28,18,10,,,40,7,,,,,,,,,,,,,,,,15,,,RECENT IS BLACK SPONGE,0,0,40,7,0,,
2018,8,08/10/18,Uva,Uva-Reef,7.5,POSP,12,6,7,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2018,8,08/10/18,Uva,Uva-Reef,8,POSP,26,22,15,,,5,,,,,,,,,,,,,,,,,5,,,,0,0,5,0,0,,
2018,8,08/10/18,Uva,Uva-Reef,8,POSP,40,35,12,,,7,,,,,,,,,,,,,,,,,5,,,,0,0,7,0,0,,
2018,8,08/10/18,Uva,Uva-Reef,8,POSP,20,18,13,,,50,,,,,,,,,,,,,,,,,,,,,0,0,50,0,0,1,
2018,8,08/10/18,Uva,Uva-Reef,8.5,PSST,4,3,1,,,30,,,,,,,,,,,,,,,,,,,,,0,0,30,0,0,,
2018,8,08/10/18,Uva,Uva-Reef,8.5,POSP,50,35,18,,,18,2,,,,,,,,,,,,,,,,8,,,RECENT IS BLACK SPONGE,0,0,18,2,0,,
2018,8,08/10/18,Uva,Uva-Reef,8.5,POSP,14,10,8,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2018,8,08/10/18,Uva,Uva-Reef,9,PSST,4,2,1,,,45,,,,,,,,,,,,,,,,,,,,,0,0,45,0,0,,
2018,8,08/10/18,Uva,Uva-Reef,9,POSP,6,5,4,,,,50,,,,,,,,,,,,,,,,,,,NOT SURE OF RECENT CAUSE,0,0,0,50,0,1,
2018,8,08/10/18,Uva,Uva-Reef,9,POSP,13,7,6,,,,,,,,,,,,,,,,,,,,3,,,,0,0,0,0,0,,
2018,8,08/10/18,Uva,Uva-Reef,9.5,PSST,6,4,5,,,40,,,,,,,,,,,,,,,,,10,,,,0,0,40,0,0,,
2018,8,08/10/18,Uva,Uva-Reef,9.5,PAVA,13,11,6,,,60,,,,,,,,,,,,,,,,,,,,FLIPPED AND 25% BLEACHED UNDERNEATH,0,0,60,0,0,1,
2018,8,08/10/18,Uva,Uva-Reef,9.5,POSP,32,22,25,,,20,10,,,,,,,3,FIL,,,,,,,,10,,,RECENT IS BLACK SPONGE,0,0,20,10,0,,
2018,8,08/11/18,Uva,Uva-Ridley,7,PODA,32,20,17,,,15,,,,,,,,,,,,,,,,,,,,,0,0,15,0,0,,
2018,8,08/11/18,Uva,Uva-Ridley,7,POLO,6,4,5,,,10,,,,,,,,,,,,,,,,,,,,,0,0,10,0,0,,
2018,8,08/11/18,Uva,Uva-Ridley,7,PODA,50,37,40,,,60,,,,,,,,,,,,,,,,,,,,,0,0,60,0,0,1,
2018,8,08/11/18,Uva,Uva-Ridley,7,POLO,75,50,17,,,40,,,,,,15,3,,,,,,,,,,,,,,0,0,40,0,0,,
2018,8,08/11/18,Uva,Uva-Ridley,7,PODA,70,50,40,,,17,,,,,,,,,,,,,,,,,,,,,0,0,17,0,0,,
2018,8,08/11/18,Uva,Uva-Ridley,7,PACH,7,6,6,,,30,,,,,,,,,,,,,,,,,,,,,0,0,30,0,0,,
2018,8,08/11/18,Uva,Uva-Ridley,9,PACL,40,25,40,,,40,,,,,,,,,,,,,,,,,,,,,0,0,40,0,0,,
2018,8,08/11/18,Uva,Uva-Ridley,9,POLO,40,35,25,,,,,,,,,7,,,,,,,,,,,,,,,0,0,0,0,0,,
2018,8,08/11/18,Uva,Uva-Ridley,9,PACL,125,85,75,,,50,,,,,,,,,,,,,,,,,,15,,RED CLIONA LOOKING SPONGE,0,0,50,0,0,1,
2018,8,08/11/18,Uva,Uva-Ridley,9,GAPL,90,65,60,,,85,,,,,,,,,,,,,,,,,,,,,0,0,85,0,0,1,
2018,8,08/11/18,Uva,Uva-Ridley,9,MIIN,36,20,22,,,70,,,,,,,,,,,,,,,,,,,,,0,0,70,0,0,1,
2018,8,08/11/18,Uva,Uva-Ridley,8,POEL,37,30,15,,,5,,,,,,,,,,,,,,,,,,,,,0,0,5,0,0,,
2018,8,08/11/18,Uva,Uva-Ridley,8,MIIN,34,16,12,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2018,8,08/11/18,Uva,Uva-Ridley,8,MIIN,37,30,20,,,20,,,,,,,,,,,,,,,,,,,,NET WRAPPED,0,0,20,0,0,,
2018,8,08/11/18,Uva,Uva-Ridley,8,MIIN,50,30,17,,,50,,,,,,,,,,,,,,,,,,,,,0,0,50,0,0,1,
2018,8,08/11/18,Uva,Uva-Ridley,9,PAGI,6,4,5,,,15,,,,,,,,,,,,,,,,,,,,,0,0,15,0,0,,
2018,8,08/11/18,Uva,Uva-Ridley,9,MIIN,15,10,12,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2018,8,08/11/18,Uva,Uva-Ridley,8,PACH,7,5,4,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2018,8,08/11/18,Uva,Uva-Ridley,9,PACH,6,4,6,,,20,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,,
2018,8,08/11/18,Uva,Uva-Ridley,9,POPA,7,5,2,,,15,4,35,,,,,,,,,,,,,,,,,,RECENT FROM BITES,0,0,15,4,0,,
2018,8,08/11/18,Uva,Uva-Ridley,9,POLO,80,60,40,,,5,,14,,,,,2,,,,,,,,,,,,,PINK ASSOCIATED WITH BITES,0,0,5,0,0,,
2018,8,08/11/18,Uva,Uva-Ridley,9,PACL,40,15,20,,,65,20,,20,,,,,,,,,,,,,,,,,PREDATION IS CROWN OF THORNS,0,0,65,20,0,1,
2018,8,08/11/18,Uva,Uva-Ridley,9,PAGI,18,6,8,,,15,,,,,,,,,,,,,,,,,,,,,0,0,15,0,0,,
2018,8,08/11/18,Uva,Uva-Ridley,9,POPA,6,5,5,,,,,12,5,,,,,,,,,,,,,,,,,PRED IS LIMPET,0,0,0,0,0,,
2018,8,08/12/18,Silva de Afuera,Wahoo,4,POLO,125,100,65,,3,45,,,,,,5,1,,,,,,,,,,,,,,0,3,45,0,0,,
2018,8,08/12/18,Silva de Afuera,Wahoo,4,POEL,30,25,20,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2018,8,08/12/18,Silva de Afuera,Wahoo,4,PAGI,12,6,10,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2018,8,08/12/18,Silva de Afuera,Wahoo,4,POEL,21,19,12,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2018,8,08/12/18,Silva de Afuera,Wahoo,5,POLO,27,24,20,,,15,,,,,,6,3,,,,,,,,,,,,,,0,0,15,0,0,,
2018,8,08/13/18,Secas,Dog-Reef,8,PODA,20,17,12,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2018,8,08/13/18,Secas,Dog-Reef,7,PODA,25,18,16,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2018,8,08/13/18,Secas,Dog-Reef,6,PACL,4,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2018,8,08/13/18,Secas,Dog-Reef,6,PACL,16,10,7,,,,,,,,,5,,,,,,,,,,,,,,,0,0,0,0,0,,
2018,8,08/13/18,Secas,Dog-Reef,6,POLO,14,9,6,,,50,22,,,,,,,,,,,,,,,,,,,RECENT FROM OVERTURNING,0,0,50,22,0,1,
2018,8,08/13/18,Secas,Dog-Reef,6,PODA,22,21,10,,,45,5,,,,,,,,,,,,,,,,,,,RECENT MAY BE FROM OVERTURNING,0,0,45,5,0,1,
2018,8,08/13/18,Secas,Dog-Reef,6,POEL,25,19,7,,,5,,,,,,,,,,,,,,,,,,,,,0,0,5,0,0,,
2018,8,08/13/18,Secas,Dog-Reef,1,POEL,36,16,18,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2018,8,08/13/18,Secas,Dog-Reef,2,POLO,17,10,5,,,25,,,,,,,,,,,,,,,,,,,,BLUE FORM,0,0,25,0,0,,
2018,8,08/13/18,Secas,Dog-Reef,3,POLO,8,7,4,,,10,,,,,,,3,,,,,,,,,,,,,,0,0,10,0,0,,
2018,8,08/13/18,Secas,Dog-Reef,3,POLO,85,75,75,,,20,2,10,,2,SACAP,15,,,,,,,,,,,,,,RECENT FROM DAMSELFISH,0,0,20,2,0,,
2018,8,08/13/18,Secas,Dog-Reef,3,PAGI,25,22,37,,,20,,4,,,,,,,,,,,,,,,,,,BITES ARE PARROT,0,0,20,0,0,,
2018,8,08/13/18,Secas,Dog-Reef,3,POLO,8,6,6,,,15,,,,,,,3,,,,,,,,,,,,,BLUE FORM,0,0,15,0,0,,
2018,8,08/13/18,Secas,Dog-Reef,3,PACL,23,22,18,,,15,,35,,,,,,,,,,,,,,,,,,,0,0,15,0,0,,
2018,8,08/13/18,Secas,Dog-Reef,3,PAVA,21,15,12,,,75,,,,,,,,,,,,,,,,,,,,,0,0,75,0,0,1,
2018,8,08/13/18,Secas,Dog-Reef,3,PAVA,40,36,30,,,85,,,,,,,,,,,,,,,,,,,,,0,0,85,0,0,1,
2018,8,08/13/18,Secas,Dog-Reef,3,PSSU,20,17,12,,,75,,,,,,,,,,,,,,,,,,,,,0,0,75,0,0,1,
2018,8,08/13/18,Secas,Dog-Reef,3,PAGI,29,24,18,,,90,,,,,,,,,,,,,,,,,,,,,0,0,90,0,0,1,
2018,8,08/13/18,Secas,Dog-Reef,3,PAVA,80,55,35,,,65,,,,,,,,,,,,,,,,,,,,,0,0,65,0,0,1,
2018,8,08/13/18,Secas,Dog-Reef,3,PSSU,7,6,5,,,25,,,,,,,,,,,,,,,,,,,,,0,0,25,0,0,,
2018,8,08/13/18,Secas,Dog-Reef,3,POLO,19,18,15,,,,,15,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2018,8,08/13/18,Secas,Dog-Reef,3,POLO,30,20,25,,,,5,25,,,,,,,,,,,,,,,,,,,0,0,0,5,0,,
