Location,Coral Species,1-10 m %dead,1-10 m %bleached,1-10 m (n),# Bleached,# Dead,# Healthy,Affected,Total ,,Date,Island,Site,Location,Spp,% Bleach,% Pale,Old,Recent,BL 0,PA 0,Old 0,Recent 0,?,PWG Dead,PWG Bleach,Healthy,Affected
,,,,,,,,,,,8/16/2015,Uva,Reef,Forereef,POEL,,,5,,0,0,5,0,0,,,1,0
,,,,,,,,,,,8/16/2015,Uva,Reef,Forereef,PODA,,,,,0,0,0,0,0,,,1,0
,,,,,,,,,,,8/16/2015,Uva,Reef,Forereef,PODA,,,55,,0,0,55,0,0,1,,0,1
,,,,,,,,,,,8/16/2015,Uva,Reef,Forereef,PODA,50,50,20,,50,50,20,0,1,,1,0,1
,,,,,,,,,,,8/16/2015,Uva,Reef,Forereef,PODA,,,55,,0,0,55,0,0,1,,0,1
,,,,,,,,,,,8/16/2015,Uva,Reef,Forereef,PODA,,20,40,,0,20,40,0,0,,,1,0
,,,,,,,,,,,8/16/2015,Uva,Reef,Forereef,PACL,50,50,20,,50,50,20,0,1,,1,0,1
,,,,,,,,,,,8/16/2015,Uva,Reef,Forereef,PAGI,,75,,,0,75,0,0,0,,,1,0
,,,,,,,,,,,8/16/2015,Uva,Reef,Forereef,GAPL,100,,75,,100,0,75,0,1,1,1,0,1
,,,,,,,,,,,8/16/2015,Uva,Reef,Forereef,POLO,,50,,,0,50,0,0,0,,,1,0
,,,,,,,,,,,8/16/2015,Uva,Reef,Forereef,PACL,100,,,50,100,0,0,50,1,1,1,0,1
,,,,,,,,,,,8/16/2015,Uva,Reef,Forereef,POLO,,25,,,0,25,0,0,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PODA,95,5,10,,95,5,10,0,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PODA,,60,5,,0,60,5,0,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PAVA,80,10,35,15,80,10,35,15,1,1,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PAVA,90,10,30,30,90,10,30,30,1,1,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PAVA,95,5,25,15,95,5,25,15,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,POLO,20,80,10,,20,80,10,0,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PACL,80,20,10,5,80,20,10,5,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,POLO,20,80,25,10,20,80,25,10,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,POLO,10,50,15,4,10,50,15,4,1,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,POLO,,60,45,,0,60,45,0,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,POEL,,20,10,,0,20,10,0,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,POEL,,40,10,,0,40,10,0,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,POLO,10,40,45,5,10,40,45,5,1,1,,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,POLO,,30,15,,0,30,15,0,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,POLO,,20,10,5,0,20,10,5,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PACL,60,40,30,,60,40,30,0,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PACL,10,30,75,5,10,30,75,5,1,1,,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,POLO,,30,20,,0,30,20,0,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PACL,10,40,75,5,10,40,75,5,1,1,,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PACL,60,20,60,5,60,20,60,5,1,1,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,POLO,,10,25,,0,10,25,0,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PACL,40,60,50,,40,60,50,0,1,1,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PACL,20,30,60,5,20,30,60,5,1,1,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PACL,30,40,50,5,30,40,50,5,1,1,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,POLO,,40,10,,0,40,10,0,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PACL,60,20,60,5,60,20,60,5,1,1,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PACL,80,20,50,5,80,20,50,5,1,1,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,POLO,,60,15,5,0,60,15,5,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,GAPL,100,,75,5,100,0,75,5,1,1,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,POEL,60,20,10,,60,20,10,0,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PACL,50,20,45,5,50,20,45,5,1,1,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,POEL,,20,10,,0,20,10,0,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,POLO,10,40,5,,10,40,5,0,1,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PACL,,60,25,5,0,60,25,5,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PACL,80,20,10,5,80,20,10,5,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PAGI,10,60,20,5,10,60,20,5,1,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PACL,50,30,10,5,50,30,10,5,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PACL,60,30,25,5,60,30,25,5,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PACL,80,20,15,5,80,20,15,5,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Backreef,PACL,70,30,30,15,70,30,30,15,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,PODA,,,4,,0,0,4,0,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,PAVA,,30,10,,0,30,10,0,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,PACH,,,50,,0,0,50,0,0,1,,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,PODA,,,,,0,0,0,0,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,POEL,,,15,,0,0,15,0,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,POEL,6,5,13,5,6,5,13,5,1,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,POLO,16,70,20,,16,70,20,0,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,PAGI,,,,,0,0,0,0,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,POLO,,40,20,,0,40,20,0,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,POEL,5,15,65,,5,15,65,0,1,1,,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,POLO,,10,,,0,10,0,0,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,MIIN,95,5,20,,95,5,20,0,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,PACL,10,60,55,,10,60,55,0,1,1,,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,PODA,5,45,10,,5,45,10,0,1,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,POLO,5,80,5,,5,80,5,0,1,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,POEL,20,60,5,,20,60,5,0,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,PODA,,50,10,,0,50,10,0,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,POEL,50,40,5,5,50,40,5,5,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,PAGI,5,30,40,,5,30,40,0,1,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,PODA,,50,15,,0,50,15,0,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,POEL,10,40,5,,10,40,5,0,1,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,POLO,,35,30,,0,35,30,0,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,PACL,20,60,25,,20,60,25,0,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,POEL,5,55,5,,5,55,5,0,1,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,MIIN,95,5,10,60,95,5,10,60,1,1,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,PAGI,20,60,30,,20,60,30,0,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,PODA,60,30,30,10,60,30,30,10,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Ridley,POEL,40,30,5,,40,30,5,0,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Reef Flat,PAGI,,90,5,,0,90,5,0,0,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Reef Flat,GAPL,60,30,20,5,60,30,20,5,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Reef Flat,PAGI,30,60,5,,30,60,5,0,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Reef Flat,PAGI,30,60,20,,30,60,20,0,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Reef Flat,PAGI,30,40,5,,30,40,5,0,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Reef Flat,GAPL,20,40,15,15,20,40,15,15,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Reef Flat,GAPL,30,60,15,15,30,60,15,15,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Reef Flat,GAPL,50,40,10,15,50,40,10,15,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Reef Flat,GAPL,20,40,5,10,20,40,5,10,1,,1,0,1
,,,,,,,,,,,8/17/2015,Uva,Reef,Reef Flat,PAGI,10,50,20,5,10,50,20,5,1,,,1,0
,,,,,,,,,,,8/17/2015,Uva,Reef,Reef Flat,PAGI,20,40,10,5,20,40,10,5,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POEL,,30,5,,0,30,5,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POEL,5,40,10,,5,40,10,0,1,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POPA,10,70,10,,10,70,10,0,1,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PODA,,10,5,,0,10,5,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POLO,,30,25,,0,30,25,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PAGI,5,20,10,,5,20,10,0,1,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PACL,30,40,15,,30,40,15,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PODA,30,30,10,,30,30,10,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POEL,,20,5,,0,20,5,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POLO,95,5,50,10,95,5,50,10,1,1,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PODA,,40,15,5,0,40,15,5,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PODA,95,5,5,5,95,5,5,5,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,PODA,,,87,,0,0,87,0,0,1,,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,POPA,90,10,,,90,10,0,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,POEL,2,15,15,2,2,15,15,2,1,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,PODA,,,,,0,0,0,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,POPA,90,10,,,90,10,0,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,PAGI,40,10,25,,40,10,25,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,POEL,,3,20,,0,3,20,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,PACH,60,30,65,,60,30,65,0,1,1,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,POEL,,,20,5,0,0,20,5,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,POEL,10,25,12,,10,25,12,0,1,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POEL,,40,5,,0,40,5,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POLO,10,60,50,,10,60,50,0,1,1,,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POLO,5,70,60,,5,70,60,0,1,1,,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POLO,10,80,30,,10,80,30,0,1,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POLO,,10,10,,0,10,10,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PAGI,10,60,25,,10,60,25,0,1,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PACL,60,20,10,,60,20,10,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POLO,10,80,20,,10,80,20,0,1,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POEL,20,75,5,,20,75,5,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PAGI,40,30,5,,40,30,5,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POLO,5,20,15,,5,20,15,0,1,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POEL,,10,5,,0,10,5,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PAVA,5,10,,,5,10,0,0,1,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POPA,80,20,,,80,20,0,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PACL,30,60,25,,30,60,25,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POPA,20,60,30,,20,60,30,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PODA,70,10,10,5,70,10,10,5,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POLO,40,60,15,5,40,60,15,5,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POPA,,90,10,,0,90,10,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POEL,,40,10,,0,40,10,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POLO,90,10,5,,90,10,5,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POLO,,75,25,,0,75,25,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PAGI,5,80,65,,5,80,65,0,1,1,,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PACL,40,50,45,,40,50,45,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POPA,,100,10,,0,100,10,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POLO,,40,10,,0,40,10,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POEL,,40,,,0,40,0,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PODA,,20,,,0,20,0,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PAVA,10,40,15,,10,40,15,0,1,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,GAPL,60,20,10,,60,20,10,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POLO,20,80,,,20,80,0,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POEL,10,30,10,,10,30,10,0,1,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PAGI,,40,70,,0,40,70,0,0,1,,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POLO,20,70,20,,20,70,20,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PAGI,10,60,35,,10,60,35,0,1,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POEL,20,30,10,20,20,30,10,20,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PAGI,20,40,20,,20,40,20,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POLO,,30,25,,0,30,25,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PAGI,10,40,30,,10,40,30,0,1,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POEL,5,30,5,,5,30,5,0,1,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PAGI,5,40,40,,5,40,40,0,1,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POPA,30,70,15,,30,70,15,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PAVA,30,30,20,,30,30,20,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PODA,,30,,,0,30,0,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POEL,,20,15,,0,20,15,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PACL,30,40,15,,30,40,15,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,PODA,80,10,10,10,80,10,10,10,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Coral Colxn Pt,POPA,10,60,5,,10,60,5,0,1,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,PODA,30,,5,,30,0,5,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,POPA,100,,,,100,0,0,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,POLO,,80,,,0,80,0,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,PODA,,20,30,,0,20,30,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,POLO,,50,25,,0,50,25,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,PODA,,10,10,,0,10,10,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,POLO,,100,5,,0,100,5,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,POPA,,10,,,0,10,0,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,PODA,5,,25,,5,0,25,0,1,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,POPA,100,,,,100,0,0,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,POPA,100,,,,100,0,0,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,POPA,100,,,,100,0,0,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,PACL,50,,25,,50,0,25,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,PACL,3,40,10,,3,40,10,0,1,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,PODA,,,25,,0,0,25,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,MIIN,100,,,25,100,0,0,25,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,POLO,,75,5,,0,75,5,0,0,,,1,0
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,POPA,100,,,,100,0,0,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,POPA,100,,,,100,0,0,0,1,,1,0,1
,,,,,,,,,,,8/18/2015,Uva,Reef,Ridley,PODA,100,,15,,100,0,15,0,1,,1,0,1
,,,,,,,,,,,8/19/2015,Secas,Reef,Dog,POEL,,30,10,,0,30,10,0,0,,,1,0
,,,,,,,,,,,8/19/2015,Secas,Reef,Dog,POEL,,20,5,,0,20,5,0,0,,,1,0
,,,,,,,,,,,8/19/2015,Secas,Reef,Dog,PODA,,10,10,,0,10,10,0,0,,,1,0
,,,,,,,,,,,8/19/2015,Secas,Reef,Dog,PODA,10,20,20,10,10,20,20,10,1,,,1,0
,,,,,,,,,,,8/19/2015,Secas,Reef,Dog,POEL,,15,10,,0,15,10,0,0,,,1,0
,,,,,,,,,,,8/19/2015,Secas,Reef,Dog,POEL,5,5,10,5,5,5,10,5,1,,,1,0
,,,,,,,,,,,8/19/2015,Secas,Reef,Dog,PODA,,10,,,0,10,0,0,0,,,1,0
,,,,,,,,,,,8/19/2015,Secas,Reef,Dog,PODA,70,20,,,70,20,0,0,1,,1,0,1
,,,,,,,,,,,8/19/2015,Secas,Reef,Dog,POEL,60,30,5,,60,30,5,0,1,,1,0,1
,,,,,,,,,,,8/19/2015,Secas,Reef,Dog,POEL,,15,20,5,0,15,20,5,0,,,1,0
,,,,,,,,,,,8/19/2015,Secas,Reef,Dog,POLO,90,10,60,5,90,10,60,5,1,1,1,0,1
,,,,,,,,,,,8/19/2015,Secas,Reef,Dog,PAGI,20,40,40,,20,40,40,0,1,,1,0,1
,,,,,,,,,,,8/19/2015,Secas,Reef,Dog,POLO,20,40,5,,20,40,5,0,1,,1,0,1
,,,,,,,,,,,8/19/2015,Secas,Reef,Dog,PACL,70,20,20,5,70,20,20,5,1,,1,0,1
,,,,,,,,,,,8/19/2015,Secas,Reef,Dog,PAGI,,80,10,,0,80,10,0,0,,,1,0
,,,,,,,,,,,8/19/2015,Secas,Reef,Dog,PODA,20,60,10,,20,60,10,0,1,,1,0,1
,,,,,,,,,,,8/19/2015,Secas,Reef,Dog,PAGI,10,50,30,,10,50,30,0,1,,,1,0
,,,,,,,,,,,8/19/2015,Secas,Reef,Dog,POLO,,60,5,,0,60,5,0,0,,,1,0
,,,,,,,,,,,8/19/2015,Secas,Reef,Dog,PAVA,95,5,15,10,95,5,15,10,1,,1,0,1
,,,,,,,,,,,8/19/2015,Secas,Reef,Dog,PAVA,60,30,10,15,60,30,10,15,1,,1,0,1
