Location,Year,maxDHW,maxSST
Jicarón and Jicarita,1982,NA,30.7600002288818
Jicarón and Jicarita,1983,10.7848678190823,31.4899997711182
Jicarón and Jicarita,1985,0,29.9099998474121
Jicarón and Jicarita,1986,0,29.5
Jicarón and Jicarita,1987,0,29.9299983978271
Jicarón and Jicarita,1988,0,29.7899990081787
Jicarón and Jicarita,1989,0,29.6499996185303
Jicarón and Jicarita,1990,0.147559239724657,29.9699993133545
Jicarón and Jicarita,1991,0.492677773669647,30.1199989318848
Jicarón and Jicarita,1992,2.21541269018589,30.269998550415
Jicarón and Jicarita,1993,0.337975513315107,30.2199993133545
Jicarón and Jicarita,1994,0.148987843850634,29.9799995422363
Jicarón and Jicarita,1995,0.476963400762281,30.0699996948242
Jicarón and Jicarita,1996,0.161845008506047,30.0699996948242
Jicarón and Jicarita,1997,3.7407683356174,30.769998550415
Jicarón and Jicarita,1998,12.8800444985943,31.3899993896484
Jicarón and Jicarita,1999,0,29.4899997711182
Jicarón and Jicarita,2000,0,29.6099987030029
Jicarón and Jicarita,2001,0,29.5900001525879
Jicarón and Jicarita,2002,1.57987831861585,30.4099998474121
Jicarón and Jicarita,2003,1.83416385851541,30.4899997711182
Jicarón and Jicarita,2004,0,29.8699989318848
Jicarón and Jicarita,2005,0,29.8499984741211
Jicarón and Jicarita,2006,0,29.8499984741211
Jicarón and Jicarita,2007,1.65844909323918,30.2099990844727
Jicarón and Jicarita,2008,0.635951201016374,30.1999988555908
Jicarón and Jicarita,2009,1.32047357992407,30.3099994659424
Jicarón and Jicarita,2010,5.36552778241508,31.0499992370605
Jicarón and Jicarita,2011,0,29.7799987792969
Jicarón and Jicarita,2012,0,29.8699989318848
Jicarón and Jicarita,2014,1.6423187083206,30.4499988555908
Jicarón and Jicarita,2015,5.08677703915183,30.6099987030029
Jicarón and Jicarita,2016,10.8461740115821,30.8499984741211
Montuoso,1982,NA,30.9099998474121
Montuoso,1983,9.200483686913,31.519998550415
Montuoso,1985,0,30.1099987030029
Montuoso,1986,0,29.689998626709
Montuoso,1987,0,30.2600002288818
Montuoso,1988,0.302880233177,30.3799991607666
Montuoso,1989,0,30.1199989318848
Montuoso,1990,0,30.1299991607666
Montuoso,1991,0.391451509160538,30.689998626709
Montuoso,1992,2.01585246796197,30.6199989318848
Montuoso,1993,0.159297303042183,30.4099998474121
Montuoso,1994,0,30.2199993133545
Montuoso,1995,0.287165860269633,30.2999992370605
Montuoso,1996,0.147868742512746,30.3299999237061
Montuoso,1997,2.58016153414678,30.9200000762939
Montuoso,1998,10.7262674724687,31.5
Montuoso,1999,0,30.1299991607666
Montuoso,2000,0,30.25
Montuoso,2001,0,30.1599998474121
Montuoso,2002,2.13372079630758,30.6499996185303
Montuoso,2003,0.631474795664825,30.3400001525879
Montuoso,2004,0.305737168950577,30.3699989318848
Montuoso,2005,0,29.8099994659424
Montuoso,2006,0,30.1199989318848
Montuoso,2007,0.44503455918584,30.3499984741211
Montuoso,2008,0,30.2299995422363
Montuoso,2009,0.638617543816332,30.4799995422363
Montuoso,2010,3.1302075295012,31.0100002288818
Montuoso,2011,0,30.1999988555908
Montuoso,2012,0,29.9599990844727
Montuoso,2014,1.0129263484219,30.6199989318848
Montuoso,2015,2.40231562037465,30.6199989318848
Montuoso,2016,6.70900964328849,30.8799991607666
Secas,1982,NA,30.6199989318848
Secas,1983,5.80747145860373,31.9699993133545
Secas,1985,0,29.4699993133545
Secas,1986,0,29.5799999237061
Secas,1987,0,29.9099998474121
Secas,1988,0.175233025129149,30.4799995422363
Secas,1989,0,30.1799983978271
Secas,1990,0,30.25
Secas,1991,0,30.189998626709
Secas,1992,0.670931958827842,30.5
Secas,1993,0,30.0699996948242
Secas,1994,0,30.1700000762939
Secas,1995,0,30.0999984741211
Secas,1996,0,30.0399990081787
Secas,1997,4.62653899841568,31
Secas,1998,10.0930931308642,31.3400001525879
Secas,1999,0,29.8999996185303
Secas,2000,0,30.1099987030029
Secas,2001,0,29.8799991607666
Secas,2002,0.932826733102603,30.5
Secas,2003,0.502841954328576,30.5100002288818
Secas,2004,0.610931947928707,30.3999996185303
Secas,2005,0.965683810564936,30.4899997711182
Secas,2006,0,30.1499996185303
Secas,2007,0.658074794172429,30.5999984741211
Secas,2008,0,30.0499992370605
Secas,2009,0.773307808402444,30.4599990844727
Secas,2010,3.18942672541352,30.7199993133545
Secas,2011,0,30
Secas,2012,0,29.9599990844727
Secas,2014,0.660932002424382,30.4499988555908
Secas,2015,5.02889910360583,30.7799987792969
Secas,2016,8.26500436886638,31.019998550415
Silva de Afuera,1982,NA,30.519998550415
Silva de Afuera,1983,8.38054955995002,31.7099990844727
Silva de Afuera,1985,0,29.439998626709
Silva de Afuera,1986,0,29.6999988555908
Silva de Afuera,1987,0,29.7600002288818
Silva de Afuera,1988,0.326472650904234,30.439998626709
Silva de Afuera,1989,0,29.8099994659424
Silva de Afuera,1990,0,30.0699996948242
Silva de Afuera,1991,0,30.1499996185303
Silva de Afuera,1992,0.31647296697915,30.3299999237061
Silva de Afuera,1993,0,30.0299987792969
Silva de Afuera,1994,0.146807786720951,30.2099990844727
Silva de Afuera,1995,0,30.1499996185303
Silva de Afuera,1996,0,29.9899997711182
Silva de Afuera,1997,5.33919032868885,31.3799991607666
Silva de Afuera,1998,10.2282919643688,31.1700000762939
Silva de Afuera,1999,0,29.939998626709
Silva de Afuera,2000,0,29.9899997711182
Silva de Afuera,2001,0,29.8400001525879
Silva de Afuera,2002,0.148236390846927,30.2199993133545
Silva de Afuera,2003,1.0751325218045,30.7899990081787
Silva de Afuera,2004,0.768324887671439,30.3199996948242
Silva de Afuera,2005,2.70211707329264,30.6499996185303
Silva de Afuera,2006,0.782610656452829,30.3599987030029
Silva de Afuera,2007,0.333615399055741,30.4299983978271
Silva de Afuera,2008,0,29.9599990844727
Silva de Afuera,2009,0.300758321593408,30.269998550415
Silva de Afuera,2010,3.52834357566574,30.4499988555908
Silva de Afuera,2011,0,29.8400001525879
Silva de Afuera,2012,0,30.1199989318848
Silva de Afuera,2014,1.30017673206978,30.439998626709
Silva de Afuera,2015,6.2793672678422,30.8499984741211
Silva de Afuera,2016,7.91097171030889,30.7999992370605
Uva,1982,NA,30.6399993896484
Uva,1983,7.56932322833003,32
Uva,1985,0,29.5900001525879
Uva,1986,0,29.5699996948242
Uva,1987,0,29.7899990081787
Uva,1988,0.378728010216538,30.5699996948242
Uva,1989,0,29.9299983978271
Uva,1990,0,30.0299987792969
Uva,1991,0,29.9499988555908
Uva,1992,0.930469123684631,30.3499984741211
Uva,1993,0,29.8599987030029
Uva,1994,0,30.0999984741211
Uva,1995,0,29.8899993896484
Uva,1996,0,29.9699993133545
Uva,1997,5.58155412090068,31.3999996185303
Uva,1998,10.2796258731764,31.4099998474121
Uva,1999,0,29.9200000762939
Uva,2000,0,30.019998550415
Uva,2001,0,29.7899990081787
Uva,2002,0.167935488175373,30.3400001525879
Uva,2003,1.00904098822146,30.5599994659424
Uva,2004,0.755391159836128,30.2600002288818
Uva,2005,1.71935334497569,30.5499992370605
Uva,2006,0.621741353249064,30.2799987792969
Uva,2007,0.347299536880182,30.5100002288818
Uva,2008,0,29.9099998474121
Uva,2009,0.907612002625758,30.269998550415
Uva,2010,3.40235669272287,30.6199989318848
Uva,2011,0,29.7999992370605
Uva,2012,0,29.9200000762939
Uva,2014,1.04761193723095,30.519998550415
Uva,2015,6.84170045658034,30.8400001525879
Uva,2016,8.1734428016507,30.9699993133545
